xyzid,SMILES,solvent,exp. abs. energy[eV],b3lyp cal. abs. energy[eV],b3lyp delta[eV],wb97 cal. abs. energy[eV],wb97 delta[eV],wb97x cal. abs. energy[eV],wb97x delta[eV],wpbeh cal. abs. energy[eV],wpbeh delta,pbe0 cal. abs. energy[eV],pbe0 delta[eV],camb3lyp cal. abs. energy[eV],camb3lyp delta[eV]
1095, C(=CC1=C(O[C@@H]([C@H]1O[Si](C(C)(C)C)(C)C)CO[Si](C(C)(C)C)(C)C)n1ccc(=O)[nH]c1=O)[2H],methanol,4.94,5.339,0.399,4.954,0.014,5.351,0.411,5.531,0.591,5.351,0.411,5.571,0.631
1096, C(COc1cc(C)c(cc1C)C=Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CC,methanol,2.931,2.573,-0.358,3.168,0.237,3.403,0.472,3.459,0.528,2.645,-0.286,3.286,0.355
1097, C([2H])C1=C(O[C@@H]([C@H]1O[Si](C(C)(C)C)(C)C)CO[Si](C(C)(C)C)(C)C)n1ccc(=O)[nH]c1=O,methanol,4.862,5.423,0.561,5.964,1.102,6.627,1.765,6.847,1.985,5.615,0.753,6.331,1.469
1098, CCC1(CC)c2cc(ccc2c2c1cc(cc2)Cn1c(nc(c1c1ccccc1)c1ccccc1)c1ccccc1)Cn1c(nc(c1c1ccccc1)c1ccccc1)c1ccccc1,methanol,3.974,4.365,0.391,4.569,0.595,4.978,1.004,5.158,1.184,4.509,0.535,5.074,1.1
1099, CCCCCC[n+]1c(C=Cc2cnc(s2)N=Nc2ccc(cc2)N(CC)CC)sc2c1cccc2.[I-],methanol,1.789,2.128,0.339,2.365,0.576,2.566,0.777,2.633,0.844,2.2,0.411,2.556,0.767
1100, CCCCCC[n+]1c(C=Cc2sc(nc2Cl)N=Nc2ccc(cc2)N(CC)CC)sc2c1cccc2.[I-],methanol,1.744,2.161,0.417,2.309,0.565,2.513,0.769,2.573,0.829,2.212,0.468,2.496,0.752
1101, CCN(Cc1ccc2c(c1O)nccc2)CC,methanol,2.45,5.543,3.093,5.303,2.853,5.699,3.249,5.856,3.406,5.663,3.213,5.904,3.454
1102, CCN(Cc1ccc2c(c1OC)nccc2)CC,methanol,3.179,5.735,2.556,5.543,2.364,5.933,2.754,6.082,2.903,5.88,2.701,6.12,2.941
1103, CCN(Cc1ccc2c(n1)c(O)ccc2)CC,methanol,2.831,5.556,2.725,5.291,2.46,5.682,2.851,5.845,3.014,5.679,2.848,5.886,3.055
1104, CCN(Cc1ccc2c(n1)c(OC)ccc2Cl)CC,methanol,2.786,5.435,2.649,5.218,2.432,5.613,2.827,5.775,2.989,5.567,2.781,5.82,3.034
1105, CCN(c1ccc(cc1)N=Nc1nc(c(s1)C=Cc1[se]c2c([n+]1CC)cccc2)Cl)CC.[I-],methanol,1.729,2.155,0.426,2.359,0.63,2.573,0.844,2.681,0.952,2.224,0.495,2.597,0.868
1106, CCN(c1ccc(cc1)N=Nc1nc(c(s1)C=Cc1ccc2c([n+]1CC)cccc2)Cl)CC.[I-],methanol,1.829,2.092,0.263,2.41,0.581,2.645,0.816,2.729,0.9,2.164,0.335,2.661,0.832
1107, CCN(c1ccc(cc1)N=Nc1nc(c(s1)C=Cc1sc2c([n+]1CC)ccc(c2)I)Cl)CC.[I-],methanol,1.694,2.152,0.458,2.378,0.684,2.597,0.903,2.693,0.999,2.236,0.542,2.609,0.915
1108, CCOC(=O)c1c2cc(ccn2c(c1C(=O)OCC)C(=O)c1ccc(cc1)Br)c1ccncc1,methanol,4.874,3.266,-1.608,4.822,-0.052,3.727,-1.147,3.812,-1.062,3.405,-1.469,5.23,0.356
1109, CC[N+](c1ccc(cc1)C=Cc1ccn2c(c1)[n+](C)c(c2)c1ccccc1)(CC)C.[I-].[I-],methanol,3.522,3.465,-0.057,3.671,0.149,3.902,0.38,3.998,0.476,3.58,0.058,3.963,0.441
1110, CCN(c1ccc(cc1)N=Nc1sc(c(n1)Cl)C=Cc1cc[n+](c2c1cccc2)CC)CC.[I-],methanol,1.845,2.08,0.235,2.384,0.539,2.585,0.74,2.689,0.844,2.164,0.319,2.622,0.777
1111, CC[n+]1c(C=Cc2cnc(s2)N=Nc2cc3CCCN4c3c(c2)CCC4)sc2c1cccc2,methanol,1.64,2.069,0.429,2.17,0.53,2.359,0.719,2.452,0.812,2.112,0.472,2.367,0.727
1112, COc1ccc(cc1)c1cn2c([n+]1C)cc(cc2)C=Cc1ccc(cc1)[N+]1(C)CCCCC1.[I-].[I-],methanol,3.454,3.209,-0.245,3.632,0.178,3.936,0.482,3.979,0.525,3.379,-0.075,3.919,0.465
1113, C[n+]1c(cn2c1cc(C=Cc1ccc(cc1)[N+](C)(C)C)cc2)c1ccccc1.[I-].[I-],methanol,3.522,3.484,-0.038,3.684,0.162,3.924,0.402,4.016,0.494,3.592,0.07,3.98,0.458
1114, C[n+]1c(cn2c1cc(C=Cc1ccc(cc1)[N+]1(C)CCCCC1)cc2)c1ccccc1.[I-].[I-],methanol,3.512,3.46,-0.052,3.678,0.166,3.899,0.387,4.008,0.496,3.574,0.062,3.965,0.453
1115, C[n+]1ccc(c2c1cccc2)C=CC=C1N(C)c2c(C1(C)C)cccc2.Cc1ccc(cc1)S(=O)(=O)[O-],methanol,2.046,3.463,1.417,3.291,1.245,3.296,1.25,3.418,1.372,2.253,0.207,3.636,1.59
1116, C[n+]1ccc(c2c1cccc2)C=CC=C1N(C)c2c(C1(C)C)cccc2.[I-],methanol,2.046,2.609,0.563,2.52,0.474,2.672,0.626,2.733,0.687,2.661,0.615,2.754,0.708
1117, C[n+]1ccc(cc1)C=Cc1ccc(cc1)N(C)C.[I-],methanol,2.455,2.802,0.347,2.956,0.501,3.178,0.723,3.254,0.799,2.862,0.407,3.188,0.733
1118, COc1ccc(cc1)c1cn2c([n+]1C)cc(cc2)C=Cc1ccc(cc1)[N+](CC)(CC)C.[I-].[I-],methanol,3.454,3.131,-0.323,3.554,0.1,3.776,0.322,3.911,0.457,3.259,-0.195,3.81,0.356
1119, Cc1ccc(cc1)S(=O)(=O)[O-].C[n+]1ccc(cc1)C=CC=C1N(C)c2c(C1(C)C)cccc2,methanol,2.335,3.136,0.801,3.324,0.989,3.337,1.002,3.278,0.943,3.289,0.954,3.407,1.072
1120, CC[N+]1=C(C=Cc2cnc(s2)N=Nc2cc3CCCN4c3c(c2)CCC4)C(c2c1cccc2)(C)C,methanol,1.531,2.126,0.595,2.153,0.622,2.335,0.804,2.408,0.877,2.163,0.632,2.349,0.818
1121, ClC(=O)Cc1ccccc1F,methanol,3.473,6.104,2.631,6.879,3.406,7.312,3.839,7.547,4.074,7.235,3.762,7.539,4.066
1122, ClC1=C(O[C@@H]([C@H]1O[Si](C(C)(C)C)(C)C)CO[Si](C(C)(C)C)(C)C)n1ccc(=O)[nH]c1=O,methanol,4.881,5.435,0.554,5.206,0.325,5.206,0.325,5.427,0.546,5.615,0.734,5.5,0.619
1123, FC1=C(O[C@@H]([C@H]1O[Si](C(C)(C)C)(C)C)CO[Si](C(C)(C)C)(C)C)n1ccc(=O)[nH]c1=O,methanol,4.75,5.363,0.613,5.255,0.505,5.82,1.07,6,1.25,5.555,0.805,6.11,1.36
1124, N#CC(=C(c1ccc(cc1)N)C=Cc1c[nH]c2c1cccc2)C#N,methanol,2.774,2.766,-0.008,2.916,0.142,3.117,0.343,3.224,0.45,2.862,0.088,3.197,0.423
1125, N#CC(=C(c1ccc(cc1)N)C=Cc1cccnc1)C#N,methanol,2.799,3.454,0.655,3.564,0.765,3.811,1.012,3.942,1.143,3.558,0.759,3.93,1.131
1126, Cc1ccc(cc1)S(=O)(=O)[O-].C[n+]1ccc(cc1)C=Cc1ccc(cc1)N(C)C,methanol,2.375,3.311,0.936,3.686,1.311,3.634,1.259,3.739,1.364,3.488,1.113,3.692,1.317
1127, COc1ccc(cc1)c1cn2c([n+]1C)cc(cc2)C=Cc1ccc(cc1)[N+](C)(C)C.[I-].[I-],methanol,3.463,3.21,-0.253,3.623,0.16,3.87,0.407,3.966,0.503,3.331,-0.132,3.918,0.455
1128, Cc1ccc2c(c1O)nccc2,methanol,2.988,5.58,2.592,5.335,2.347,5.705,2.717,5.854,2.866,5.699,2.711,5.893,2.905
1129, COc1ccc(cc1)C=Cc1ccc2n(n1)c(C(=O)OC)c(c2C(=O)OC)C(=O)OC,methanol,2.661,3.715,1.054,3.523,0.862,3.812,1.151,3.924,1.263,3.384,0.723,3.892,1.231
1130, COc1ccc(cc1)c1ccc2n(n1)c(C(=O)OC)c(c2C(=O)OC)C(=O)OC,methanol,2.786,4.103,1.317,4.317,1.531,4.629,1.843,4.713,1.927,4.288,1.502,4.689,1.903
1131, CCn1c2ccccc2c2c1ccc(c2)C=CC(=O)c1c(=O)oc2c(c1O)cccc2,methanol,2.655,2.897,0.242,3.439,0.784,3.691,1.036,3.8,1.145,3.095,0.44,3.739,1.084
1132, CN(c1ccc(cc1)C=Cc1cc2ccccc2c[n+]1C)C.Cc1ccc(cc1)S(=O)(=O)[O-],methanol,2.811,3.956,1.145,4.112,1.301,4.449,1.638,4.605,1.794,3.992,1.181,4.605,1.794
1133, CN(c1ccc(cc1)C=Cc1cc[n+](c2c1cccc2)C)C.Cc1ccc(cc1)S(=O)(=O)[O-],methanol,2.134,2.45,0.316,2.686,0.552,2.898,0.764,3.009,0.875,2.521,0.387,2.92,0.786
1134, CN(c1ccc(cc1)C=Cc1ccc2c([n+]1C)cccc2)C.Cc1ccc(cc1)S(=O)(=O)[O-],methanol,2.23,2.511,0.281,2.676,0.446,2.918,0.688,3.049,0.819,2.587,0.357,2.981,0.751
1135, CN1CCc2cc3OCOc3cc2C(=O)Cc2c(C1)c1OCOc1cc2.[Cl-].[H+],methanol,4.275,3.968,-0.307,5.315,1.04,5.825,1.55,5.483,1.208,4.112,-0.163,6.061,1.786
1136, COC(=O)c1n2nc(C=Cc3ccc(cc3)F)ccc2c(c1C(=O)OC)C(=O)OC,methanol,2.731,3.949,1.218,3.776,1.045,4.064,1.333,4.124,1.393,4.123,1.392,4.1,1.369
1137, COC(=O)c1n2nc(C=Cc3ccc(cc3)c3ccccc3)ccc2c(c1C(=O)OC)C(=O)OC,methanol,2.725,3.259,0.534,3.631,0.906,3.86,1.135,3.956,1.231,3.427,0.702,3.908,1.183
1138, CN(c1ccc(cc1)C=Cc1cc[n+](c2c1cccc2)C)C.[I-],methanol,2.206,2.459,0.253,2.65,0.444,2.883,0.677,2.967,0.761,2.527,0.321,2.879,0.673
1139, COC(=O)c1n2nc(C=Cc3cccc4c3cccc4)ccc2c(c1C(=O)OC)C(=O)OC,methanol,2.737,3.307,0.57,3.727,0.99,3.992,1.255,4.064,1.327,3.487,0.75,4.028,1.291
1140, COC(=O)c1n2nc(ccc2c(c1C(=O)OC)C(=O)OC)c1ccc(cc1)F,methanol,2.761,4.432,1.671,4.481,1.72,4.787,2.026,4.961,2.2,4.584,1.823,4.925,2.164
1141, COC(=O)c1n2nc(ccc2c(c1C(=O)OC)C(=O)OC)c1ccc2c(c1)cccc2,methanol,2.755,4.798,2.043,4.846,2.091,5.255,2.5,5.411,2.656,5.002,2.247,5.23,2.475
1142, COC(=O)c1n2nc(C=Cc3ccc4c(c3)cccc4)ccc2c(c1C(=O)OC)C(=O)OC,methanol,2.695,3.788,1.093,3.812,1.117,4.028,1.333,4.136,1.441,3.607,0.912,4.1,1.405
1143, COc1c(C)ccc2c1nccc2,methanol,3.024,5.772,2.748,5.543,2.519,5.952,2.928,6.094,3.07,5.88,2.856,6.148,3.124
1144, COc1cc(OC)c(c(c1)OC)C=CC(=C(C#N)C#N)c1cc2c(OC)cc3c(c2oc1=O)cccc3,methanol,2.599,3.084,0.485,2.91,0.311,3.066,0.467,3.162,0.563,3.186,0.587,3.162,0.563
1145, COC(=O)c1c(c2nc(C#N)c(nc2c2ccccc2)C#N)n2c(c1C(=O)OC)cc(cc2)C,tetrahydrofuran,2.743,3.956,1.213,4.148,1.405,4.485,1.742,4.617,1.874,4.136,1.393,4.545,1.802
1146, COc1cc(ccc1C1(c2ccccc2)c2ccccc2c2c1cccc2)N(c1ccc(c(c1)OC)C1(c2ccccc2)c2ccccc2c2c1cccc2)c1ccc(c(c1)OC)C1(c2ccccc2)c2ccccc2c2c1cccc2,tetrahydrofuran,4.012,3.872,-0.14,3.956,-0.056,4.281,0.269,4.401,0.389,4.004,-0.008,4.425,0.413
1147, COc1cc(OC)ccc1c1ccc(cc1)N(c1ccc2c(c1)sc1c2sc(c1)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OC)OC,tetrahydrofuran,1.981,2.573,0.592,2.75,0.769,2.964,0.983,3.05,1.069,2.766,0.785,2.881,0.9
1148, COc1cc(OC)ccc1c1ccc(cc1)N(c1ccc2c(c1)sc1c2sc(c1)c1cc2c(s1)cc(s2)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OC)OC,tetrahydrofuran,1.997,2.477,0.48,2.79,0.793,2.972,0.975,3.059,1.062,2.669,0.672,2.928,0.931
1149, COc1cc(OC)ccc1c1ccc(cc1)N(c1ccc2c(c1)sc1c2sc(c1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OC)OC,tetrahydrofuran,2.109,3.607,1.498,2.728,0.619,2.942,0.833,3.029,0.92,3.715,1.606,2.885,0.776
1150, COc1cc(C=Cc2nc3c(o2)cccc3)c(cc1C=Cc1nc(C=Cc2cc(OC)c(cc2OC)C=Cc2nc3c(o2)cccc3)nc(n1)C)OC,tetrahydrofuran,2.47,2.561,0.091,2.881,0.411,3.114,0.644,3.174,0.704,2.681,0.211,3.15,0.68
1151, COc1c(C=C(c2ccccc2)c2ccccc2)cc2c(c1C=C(c1ccccc1)c1ccccc1)n(C)c1c2cccc1,tetrahydrofuran,2.605,3.571,0.966,4.786,2.181,5.074,2.469,5.182,2.577,3.607,1.002,5.158,2.553
1152, COC(=O)c1c(c2nc(C#N)c(nc2c2ccccc2)C#N)n2c(c1C(=O)OC)cccc2,tetrahydrofuran,2.818,3.956,1.138,4.16,1.342,4.497,1.679,4.617,1.799,4.148,1.33,4.545,1.727
1153, COc1cc(ccc1C=C(c1ccccc1)c1ccccc1)N(c1ccc(c(c1)OC)C=C(c1ccccc1)c1ccccc1)c1ccc(c(c1)OC)C=C(c1ccccc1)c1ccccc1,tetrahydrofuran,3.147,2.862,-0.285,3.428,0.281,3.932,0.785,3.703,0.556,2.97,-0.177,3.667,0.52
1154, CN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(cc1)OCC(C)CC)c1cc2c(s1)cc(s2)C1=C([O-])C(=CC2=[N+](C)c3c(C2(C)C)cc(cc3)C(=O)O)C1=O,tetrahydrofuran,1.873,2.287,0.414,2.188,0.315,2.364,0.491,2.403,0.53,1.958,0.085,2.344,0.471
1155, COc1cc(OC)ccc1c1ccc(cc1)N(c1ccc2c(c1)sc1c2sc(c1)C1(CC=C(S1)c1cccs1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OC)OC,tetrahydrofuran,1.919,3.535,1.616,3.788,1.869,3.715,1.796,4.257,2.338,3.655,1.736,4.208,2.289
1156, COc1cc(ccc1N(c1ccc(cc1OC)C1(c2ccccc2)c2ccccc2c2c1cccc2)c1ccc(cc1OC)C1(c2ccccc2)c2ccccc2c2c1cccc2)C1(c2ccccc2)c2ccccc2c2c1cccc2,tetrahydrofuran,4.012,3.884,-0.128,4.124,0.112,4.377,0.365,4.473,0.461,4.052,0.04,4.485,0.473
1157, COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(cn1)C=C(C(=O)O)C#N,tetrahydrofuran,2.91,2.089,-0.821,2.888,-0.022,3.136,0.226,3.2,0.29,2.219,-0.691,3.038,0.128
1158, COc1cc2c(cc1C=C(c1ccccc1)c1ccccc1)c1c(n2C)ccc(c1)C=C(c1ccccc1)c1ccccc1,tetrahydrofuran,2.616,3.327,0.711,3.764,1.148,4.581,1.965,4.088,1.472,3.439,0.823,4.021,1.405
1159, COc1ccc(c(c1)OC)C=c1c(O)c2ccccc2c2c1nc1ccccc1[nH]2,tetrahydrofuran,2.246,3.667,1.421,2.015,-0.231,4.329,2.083,4.401,2.155,3.812,1.566,4.389,2.143
1160, COc1ccc(cc1)C1(c2ccc(c(c2)OC)N(c2ccc(cc2OC)C2(c3ccc(cc3)OC)c3ccccc3c3c2cccc3)c2ccc(cc2OC)C2(c3ccc(cc3)OC)c3ccccc3c3c2cccc3)c2ccccc2c2c1cccc2,tetrahydrofuran,3.999,3.896,-0.103,3.992,-0.007,4.365,0.366,4.473,0.474,4.016,0.017,4.485,0.486
1161, COc1ccc(cc1)C1(c2ccc(cc2OC)N(c2ccc(c(c2)OC)C2(c3ccc(cc3)OC)c3ccccc3c3c2cccc3)c2ccc(c(c2)OC)C2(c3ccc(cc3)OC)c3ccccc3c3c2cccc3)c2ccccc2c2c1cccc2,tetrahydrofuran,3.999,3.896,-0.103,3.92,-0.079,4.293,0.294,4.413,0.414,4.016,0.017,4.437,0.438
1162, COc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C=C3)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)[nH]2)c1cc(cc(c1)C(C)(C)C)C(C)(C)C,tetrahydrofuran,2.959,3.415,0.456,3.367,0.408,3.547,0.588,3.667,0.708,3.547,0.588,3.643,0.684
1163, COc1ccc(cc1)C=Cc1ccc2c(c1)ccc1c2C(=C=C(c2ccccc2)c2ccccc2)C(O1)(c1ccccc1)c1ccccc1,tetrahydrofuran,2.638,3.439,0.801,3.679,1.041,3.944,1.306,4.028,1.39,3.547,0.909,3.992,1.354
1164, COc1ccc(cc1)c1c(C#N)c(N)nc(c1C#N)N,tetrahydrofuran,3.657,4.076,0.419,4.749,1.092,5.11,1.453,5.255,1.598,4.208,0.551,5.279,1.622
1165, COc1ccc(cc1)c1cc2n(n1)cc([nH]c2=O)c1ccccc1,tetrahydrofuran,3.792,3.721,-0.071,3.959,0.167,4.26,0.468,4.394,0.602,3.872,0.08,4.349,0.557
1166, COc1ccc(cc1)c1ccc2c(c1)C(C)(C)C1(N2CC(=O)N1)C,tetrahydrofuran,4.525,4.473,-0.052,4.641,0.116,4.906,0.381,5.062,0.537,4.617,0.092,5.002,0.477
1167, COc1ccc(cc1)c1cn2nc(cc2c(=O)[nH]1)c1ccc(cc1)OC,tetrahydrofuran,3.757,3.719,-0.038,3.948,0.191,4.224,0.467,4.35,0.593,3.876,0.119,4.308,0.551
1168, CN(c1ccc(cc1)C=c1c(O)c2ccccc2c2c1nc1ccccc1[nH]2)C,tetrahydrofuran,2.171,2.465,0.294,2.381,0.21,2.568,0.397,2.693,0.522,2.573,0.402,2.705,0.534
1169, COc1cc(ccc1N(c1ccc(cc1OC)C=C(c1ccccc1)c1ccccc1)c1ccc(cc1OC)C=C(c1ccccc1)c1ccccc1)C=C(c1ccccc1)c1ccccc1,tetrahydrofuran,3.139,2.862,-0.277,3.415,0.276,3.715,0.576,3.739,0.6,2.97,-0.169,3.703,0.564
1170, CN(c1ccc(cc1)C=C1N=C(OC1=O)c1ccccc1)C,tetrahydrofuran,2.666,2.928,0.262,2.976,0.31,3.167,0.501,3.236,0.57,2.993,0.327,3.231,0.565
1171, C[Si]1(c2ccccc2)C(=C(C(=C1C#C[Si](c1ccccc1)(C)C)c1ccccc1)c1ccccc1)C#C[Si](c1ccccc1)(C)C,tetrahydrofuran,5.904,3.03,-2.874,3.032,-2.872,3.297,-2.607,3.413,-2.491,3.074,-2.83,3.432,-2.472
1172, CCn1c2ccc(cc2c2c1cccc2)c1ccc(cc1)c1nc(nc(n1)c1ccc(cc1)c1ccc2c(c1)c1ccccc1n2CC)c1ccc(cc1)c1ccc2c(c1)c1ccccc1n2CC,tetrahydrofuran,3.263,3.006,-0.257,3.739,0.476,4.016,0.753,4.112,0.849,3.186,-0.077,3.98,0.717
1173, COc1ccc(cc1)c1cn2nc(cc2c(=O)[nH]1)c1ccccc1,tetrahydrofuran,3.792,3.799,0.007,3.997,0.205,4.28,0.488,4.386,0.594,3.947,0.155,4.352,0.56
1174, Brc1ccc(cc1)C=Cc1ccc2c(c1)ccc1c2C(=C=C(c2ccccc2)c2ccccc2)C(O1)(c1ccccc1)c1ccccc1,tetrahydrofuran,2.678,3.367,0.689,3.703,1.025,3.992,1.314,4.052,1.374,3.511,0.833,4.004,1.326
1175, C(CP(c1ccccc1)c1ccccc1)CCP(c1ccccc1)c1ccccc1,tetrahydrofuran,2.719,4.665,1.946,4.846,2.127,5.158,2.439,5.242,2.523,4.786,2.067,5.291,2.572
1176, CC(c1cc2ccc3c4c2c(c1)ccc4ccc3c1ccc(cc1)C(C(c1ccc(cc1)c1ccc2c3c1ccc1c3c(cc2)cc(c1)C(C)(C)C)c1ccc(cc1)c1ccc2c3c1ccc1c3c(cc2)cc(c1)C(C)(C)C)c1ccc(cc1)c1ccc2c3c1ccc1c3c(cc2)cc(c1)C(C)(C)C)(C)C,tetrahydrofuran,3.625,3.415,-0.21,3.667,0.042,3.908,0.283,4.004,0.379,3.619,-0.006,3.98,0.355
1177, CC(c1ccc(cc1)C=Cc1ccc2c(c1)ccc1c2C(=C=C(c2ccccc2)c2ccccc2)C(O1)(c1ccccc1)c1ccccc1)C,tetrahydrofuran,2.655,3.355,0.7,3.715,1.06,3.956,1.301,4.064,1.409,3.487,0.832,3.98,1.325
1178, CC(c1cccc(c1N=C1C(=Nc2c(cccc2C(C)C)C(C)C)N=c2n1cccc2)C(C)C)C,tetrahydrofuran,2.335,2.714,0.379,4.509,2.174,4.858,2.523,4.995,2.66,2.693,0.358,5.002,2.667
1179, CC1(C)c2cc(ccc2N(c2c1cccc2)c1ccccc1)c1ccc(cc1)c1nc(c(n1c1ccccc1)c1ccccc1)c1ccccc1,tetrahydrofuran,3.553,3.38,-0.173,3.778,0.225,4.028,0.475,4.2,0.647,3.517,-0.036,4.117,0.564
1180, CC1(C)c2cc(ccc2N(c2c1cccc2)c1ccccc1)c1ccc(cc1)c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1,tetrahydrofuran,3.378,3.246,-0.132,3.703,0.325,3.975,0.597,4.1,0.722,3.39,0.012,4.03,0.652
1181, CC1(C)c2cc(ccc2N(c2c1cccc2)c1ccccc1)c1cccc(c1)c1nc(c(n1c1ccccc1)c1ccccc1)c1ccccc1,tetrahydrofuran,3.987,3.752,-0.235,3.92,-0.067,4.226,0.239,4.35,0.363,3.8,-0.187,4.33,0.343
1182, CC1(C)c2cc(ccc2N(c2c1cccc2)c1ccccc1)c1cccc(c1)c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1,tetrahydrofuran,3.827,3.715,-0.112,3.872,0.045,4.172,0.345,4.305,0.478,3.848,0.021,4.281,0.454
1183, CCn1c2ccccc2c2=NN([B-]([O+]=c12)(F)F)c1ccccc1,tetrahydrofuran,2.837,3.234,0.397,3.363,0.526,3.541,0.704,3.623,0.786,3.339,0.502,3.59,0.753
1184, CCC1(CC)c2cc(ccc2c2c1cc(cc2)B(c1c(C)cc(cc1C)C)c1c(C)cc(cc1C)C)B(c1c(C)cc(cc1C)C)c1c(C)cc(cc1C)C,tetrahydrofuran,3.342,3.307,-0.035,3.451,0.109,3.8,0.458,3.896,0.554,3.415,0.073,3.872,0.53
1185, CCCOc1c(C=C(c2ccccc2)c2ccccc2)cc2c(c1C=C(c1ccccc1)c1ccccc1)n(CCC)c1c2cccc1,tetrahydrofuran,2.605,3.511,0.906,3.739,1.134,5.038,2.433,5.158,2.553,3.607,1.002,5.122,2.517
1186, CCCOc1cc2c(cc1C=C(c1ccccc1)c1ccccc1)c1c(n2CCC)ccc(c1)C=C(c1ccccc1)c1ccccc1,tetrahydrofuran,2.616,3.927,1.311,4.088,1.472,4.437,1.821,4.593,1.977,4.116,1.5,4.485,1.869
1187, CCN(c1ccc(cc1)C=CC1=[N+](CCC(=O)O)c2c(C1(C)C)cccc2)CC.[I-],tetrahydrofuran,2.202,2.77,0.568,2.68,0.478,2.866,0.664,2.938,0.736,2.814,0.612,2.939,0.737
1188, CCN1c2ccc(cc2Sc2c1cccc2)c1ccc(cc1)c1nc(nc(n1)c1ccc(cc1)c1ccc2c(c1)Sc1c(N2CC)cccc1)c1ccc(cc1)c1ccc2c(c1)Sc1c(N2CC)cccc1,tetrahydrofuran,3.077,3.703,0.626,3.727,0.65,3.992,0.915,4.04,0.963,2.994,-0.083,3.92,0.843
1189, CCOC(=O)C1=C(NC(=O)C1=NNc1cc(ccc1O)[N+](=O)[O-])c1ccc2c(c1)cccc2,tetrahydrofuran,2.234,2.838,0.604,2.983,0.749,3.222,0.988,3.331,1.097,2.934,0.7,3.279,1.045
1190, CCOC(=O)C1=C(NC(=O)C1=NNc1cc(ccc1O)[N+](=O)[O-])c1ccccc1,tetrahydrofuran,2.271,2.989,0.718,3.01,0.739,3.245,0.974,3.351,1.08,3.09,0.819,3.359,1.088
1191, CCOC(=O)C1=C(NC(=O)C1=NNc1ccc(cc1O)[N+](=O)[O-])c1ccc2c(c1)cccc2,tetrahydrofuran,1.94,2.581,0.641,2.835,0.895,3.059,1.119,3.145,1.205,2.721,0.781,3.119,1.179
1192, CCOC(=O)C1=C(NC(=O)C1=NNc1ccc(cc1O)[N+](=O)[O-])c1ccccc1,tetrahydrofuran,1.987,2.663,0.676,2.864,0.877,3.094,1.107,3.177,1.19,2.79,0.803,3.153,1.166
1193, CCOC(=O)C1=C(NC(=O)C1=NNc1ccccc1O)c1ccc2c(c1)cccc2,tetrahydrofuran,2.661,2.828,0.167,2.973,0.312,3.186,0.525,3.283,0.622,2.926,0.265,3.265,0.604
1194, CCOC(=O)C1=C(NC(=O)C1=NNc1ccccc1O)c1ccccc1,tetrahydrofuran,2.695,2.908,0.213,2.999,0.304,3.23,0.535,3.32,0.625,2.998,0.303,3.31,0.615
1195, CCOc1ccccc1c1c(C#N)c(N)nc(c1C#N)N,tetrahydrofuran,3.668,4.894,1.226,4.762,1.094,5.134,1.466,5.267,1.599,5.05,1.382,5.291,1.623
1196, CCC1(CC)c2cc(ccc2c2c1cccc2)c1ccc(cc1)c1nc(nc(n1)c1ccc(cc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc(cc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1,tetrahydrofuran,3.483,3.186,-0.297,3.788,0.305,4.028,0.545,4.124,0.641,3.355,-0.128,4.028,0.545
1197, COc1ccc(cc1)c1nn2c(c1)c(=O)[nH]c(c2)c1ccc(cc1)Cl,tetrahydrofuran,3.712,3.612,-0.1,3.908,0.196,4.191,0.479,4.319,0.607,3.771,0.059,4.274,0.562
1198, CC(=O)c1ccc(cc1)N=NC=C1N(C)c2c(C1(C)C)cccc2,tetrahydrofuran,2.689,2.91,0.221,3.026,0.337,3.214,0.525,3.289,0.6,3.006,0.317,3.258,0.569
1199, Cc1cc(C)c(c(c1)C)N=C1C(=Nc2c(C)cc(cc2C)C)N=c2n1cccc2,tetrahydrofuran,2.23,4.557,2.327,4.425,2.195,4.81,2.58,4.938,2.708,2.557,0.327,4.93,2.7
1200, O=C1CCN2C(N1)(C)C(C)(C)c1c2ccc(c1)c1ccccc1,tetrahydrofuran,4.275,4.377,0.102,4.593,0.318,6.792,2.517,6.964,2.689,4.521,0.246,6.951,2.676
1201, O=C1C=CC(=CC=c2sc3c(n2C)cccc3)c2c1nccc2,tetrahydrofuran,2.049,2.822,0.773,2.682,0.633,2.828,0.779,2.878,0.829,2.86,0.811,2.913,0.864
